Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,Web,Catalog,Store,WebVisitsMonth,Complain,Response,Age,Living_With,Total_Offsprings,Total_Expenditure,Family_Size,Total_Purchases,Campaigns_Accepted
Graduate,Divorced,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,0,55,Alone,Two Children,732,2,36,2
Graduate,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,49,Alone,One Child,801,1,12,0
Graduate,Divorced,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,74,Alone,Two Children,236,2,18,0
Undergraduate,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,45,Partner,Two Children,80,3,11,1
Postgraduate,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,69,Alone,One Child,1685,1,16,1
Postgraduate,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,78,Alone,One Child,277,1,28,0
Postgraduate,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,73,Partner,Two Children,507,3,21,0
Postgraduate,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,59,Partner,Three or More Children,68,4,14,0
Graduate,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,40,Alone,One Child,49,1,12,0
Postgraduate,Married,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,36,Partner,One Child,397,2,17,0
Graduate,Divorced,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,52,Alone,Two Children,39,2,15,0
Graduate,Married,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,0,55,Partner,Two Children,306,3,18,1
Graduate,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,69,Partner,One Child,976,2,15,0
Postgraduate,Married,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,52,Partner,Two Children,1028,3,33,0
Graduate,Together,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,37,Partner,Two Children,70,3,14,0
Graduate,Married,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,64,Partner,One Child,46,2,11,0
Postgraduate,Married,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,0,43,Partner,Two Children,51,3,12,1
Undergraduate,Together,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,63,Partner,One Child,1263,2,21,0
Graduate,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,0,53,Alone,Two Children,1490,2,27,1
Postgraduate,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,52,Partner,One Child,1564,2,26,0
Graduate,Married,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,56,Partner,Two Children,1815,3,26,2
Postgraduate,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,60,Alone,Two Children,1198,2,39,0
Graduate,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,55,Alone,Two Children,416,2,31,2
Postgraduate,Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,42,Alone,Two Children,47,2,14,0
Graduate,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,47,Alone,One Child,137,1,15,0
Postgraduate,Together,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,58,Partner,Three or More Children,21,4,11,0
Undergraduate,Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,46,Alone,Two Children,70,2,9,0
Undergraduate,Married,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,51,Partner,Two Children,909,3,25,0
Graduate,Single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,67,Alone,One Child,1676,1,26,4
Graduate,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,0,64,Alone,Three or More Children,1191,3,35,0
Postgraduate,Married,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,46,Partner,Two Children,24,3,10,0
Postgraduate,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,54,Partner,Two Children,1182,3,28,2
Graduate,Married,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,53,Partner,One Child,1280,2,16,0
Graduate,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,1,66,Alone,One Child,1336,1,24,0
Postgraduate,Married,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,58,Partner,Three or More Children,749,4,31,0
Postgraduate,Married,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,49,Partner,Three or More Children,91,4,12,0
Postgraduate,Married,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,76,Partner,Two Children,414,3,18,0
Postgraduate,Married,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,41,Partner,Two Children,44,3,15,0
Postgraduate,Married,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,55,Partner,Three or More Children,63,4,15,0
Graduate,Married,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,72,Partner,Two Children,901,3,26,0
Undergraduate,Together,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,48,Partner,Three or More Children,38,4,13,0
Postgraduate,Single,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,1,67,Alone,Two Children,455,2,24,0
Postgraduate,Widow,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,1,74,Alone,Two Children,775,2,32,0
Postgraduate,Married,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,64,Partner,Two Children,15,3,9,0
Graduate,Married,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,50,Partner,Two Children,38,3,10,0
Postgraduate,Married,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,0,1,39,Partner,One Child,1512,2,24,3
Graduate,Together,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,73,Partner,Two Children,43,3,13,0
Graduate,Single,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,46,Alone,Two Children,42,2,12,0
Graduate,Married,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,39,Partner,One Child,1089,2,24,0
Postgraduate,Married,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,47,Partner,Two Children,162,3,16,0
Graduate,Widow,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,72,Alone,One Child,1272,1,22,0
Graduate,Married,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,1,41,Partner,One Child,1173,2,22,0
Postgraduate,Married,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,49,Partner,Two Children,816,3,23,0
Graduate,Single,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,55,Alone,Three or More Children,74,3,17,0
Graduate,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,69,Partner,Two Children,134,3,16,0
Graduate,Married,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,0,47,Partner,Two Children,561,3,21,0
Graduate,Single,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,72,Alone,One Child,1336,1,20,0
Postgraduate,Together,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,1,47,Partner,One Child,2092,2,31,0
Postgraduate,Single,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,59,Alone,One Child,463,1,20,0
Postgraduate,Widow,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,73,Alone,One Child,1130,1,17,0
Graduate,Together,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,47,Partner,Two Children,20,3,11,0
Graduate,Single,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,0,0,67,Alone,Two Children,377,2,25,1
Postgraduate,Widow,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,73,Alone,Three or More Children,138,3,14,0
Postgraduate,Married,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,58,Partner,Two Children,1012,3,31,0
Postgraduate,Widow,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,61,Alone,One Child,1766,1,21,3
Graduate,Married,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,0,45,Partner,Three or More Children,45,4,12,0
Graduate,Single,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,1,71,Alone,Three or More Children,161,3,19,0
Graduate,Divorced,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,57,Alone,Two Children,144,2,15,0
Graduate,Together,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,76,Partner,One Child,1734,2,29,0
Graduate,Together,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,51,Partner,Two Children,823,3,27,0
Graduate,Together,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,60,Partner,Two Children,1138,3,31,0
Graduate,Widow,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,1,74,Alone,One Child,1429,1,23,1
Postgraduate,Together,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,0,45,Partner,One Child,1371,2,22,2
Graduate,Divorced,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,0,0,57,Alone,Two Children,982,2,20,1
Graduate,Single,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,0,0,40,Alone,Two Children,44,2,9,1
Graduate,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,1,52,Partner,Three or More Children,318,4,25,0
Graduate,Married,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,48,Partner,Two Children,434,3,23,0
Undergraduate,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,52,Partner,Three or More Children,198,4,15,0
Graduate,Married,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,54,Partner,Two Children,359,3,26,0
Undergraduate,Married,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,60,Partner,One Child,576,2,23,0
Postgraduate,Single,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,0,55,Alone,Three or More Children,88,3,18,0
Graduate,Married,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,1,44,Partner,Two Children,63,3,14,0
Postgraduate,Single,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,0,1,39,Alone,Two Children,27,2,12,1
Graduate,Married,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,39,Partner,Two Children,193,3,20,0
Postgraduate,Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,49,Alone,Two Children,101,2,18,0
Graduate,Married,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,72,Partner,One Child,2211,2,22,2
Postgraduate,Married,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,61,Partner,Two Children,140,3,12,0
Graduate,Single,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,48,Alone,Three or More Children,415,3,29,0
Graduate,Together,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,66,Partner,Two Children,22,3,9,0
Graduate,Married,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,45,Partner,Three or More Children,263,4,23,0
Graduate,Married,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,37,Partner,Two Children,147,3,18,0
Graduate,Married,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,67,Partner,Two Children,443,3,18,0
Postgraduate,Divorced,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,1,60,Alone,One Child,1958,1,22,1
Postgraduate,Married,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,0,52,Partner,Two Children,174,3,17,0
Postgraduate,Single,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,1,76,Alone,One Child,2217,1,30,1
Graduate,Single,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,65,Alone,Two Children,1691,2,21,2
Graduate,Together,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,0,63,Partner,Three or More Children,25,4,14,0
Undergraduate,Married,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,0,1,43,Partner,One Child,809,2,23,3
Graduate,Married,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,1,48,Partner,One Child,895,2,20,1
Postgraduate,Together,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,48,Partner,Two Children,484,3,22,0
Postgraduate,Married,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,0,0,50,Partner,Two Children,413,3,26,1
Undergraduate,Single,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,43,Alone,Two Children,331,2,15,0
Graduate,Single,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,53,Alone,Two Children,25,2,11,0
Postgraduate,Divorced,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,56,Alone,Two Children,13,2,10,0
Graduate,Married,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,1,53,Partner,Two Children,115,3,18,0
Graduate,Single,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,57,Alone,One Child,16,1,7,0
Postgraduate,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,51,Alone,Three or More Children,92,3,16,0
Graduate,Married,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,0,46,Partner,Two Children,52,3,15,0
Graduate,Married,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,53,Partner,Two Children,1464,3,28,0
Graduate,Divorced,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,0,0,59,Alone,Two Children,441,2,25,1
Postgraduate,Divorced,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,64,Alone,Two Children,283,2,14,0
Postgraduate,Together,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,0,57,Partner,Two Children,747,3,28,0
Graduate,Divorced,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,65,Alone,One Child,1870,1,20,0
Graduate,Single,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,37,Alone,Two Children,165,2,19,0
Graduate,Together,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,46,Partner,One Child,1941,2,26,3
Undergraduate,Married,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,42,Partner,One Child,839,2,36,0
Graduate,Single,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,1,65,Alone,One Child,1655,1,30,0
Undergraduate,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,48,Partner,Three or More Children,23,4,10,0
Graduate,Married,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,1,40,Partner,One Child,66,2,15,0
Graduate,Together,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,0,56,Partner,Three or More Children,37,4,16,0
Graduate,Divorced,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,1,0,72,Alone,Three or More Children,21,3,12,0
Graduate,Together,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,51,Partner,Three or More Children,22,5,12,0
Graduate,Together,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,45,Partner,Two Children,78,3,15,0
Postgraduate,Married,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,41,Partner,Two Children,79,3,12,0
Graduate,Married,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,67,Partner,Three or More Children,265,4,23,0
Postgraduate,Married,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,0,71,Partner,Two Children,1175,3,23,0
Postgraduate,Married,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,58,Partner,Two Children,1305,3,32,0
Postgraduate,Married,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,44,Partner,Two Children,46,3,13,0
Graduate,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,58,Partner,Three or More Children,25,4,10,0
Graduate,Divorced,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,70,Alone,One Child,46,1,9,0
Postgraduate,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,74,Partner,Two Children,874,3,34,1
Undergraduate,Together,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,38,Partner,Two Children,100,3,19,0
Postgraduate,Widow,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,0,1,76,Alone,Two Children,930,2,31,1
Graduate,Married,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,0,0,68,Partner,Two Children,868,3,28,0
Graduate,Married,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,47,Partner,Two Children,45,3,17,0
Graduate,Together,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,48,Partner,Two Children,1260,3,36,0
Graduate,Married,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,0,0,39,Partner,Two Children,414,3,20,1
Graduate,Together,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,73,Partner,Two Children,392,3,17,0
Graduate,Married,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,0,0,46,Partner,Three or More Children,1109,4,35,0
Graduate,Single,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,0,72,Alone,Two Children,639,2,25,0
Graduate,Married,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,39,Partner,Two Children,79,3,13,0
Graduate,Together,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,0,0,41,Partner,One Child,1665,2,30,1
Graduate,Single,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,0,0,53,Alone,Three or More Children,1392,4,36,0
Graduate,Married,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,42,Partner,Two Children,44,3,13,0
Postgraduate,Married,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,44,Partner,Two Children,50,3,11,0
Graduate,Married,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,52,Partner,Two Children,467,3,28,0
Graduate,Single,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,53,Alone,Two Children,223,2,18,0
Graduate,Married,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,0,64,Partner,Two Children,158,3,13,0
Graduate,Married,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,50,Partner,One Child,1211,2,32,2
Graduate,Single,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,1,53,Alone,Two Children,1575,2,20,0
Undergraduate,Married,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,76,Partner,One Child,1208,2,23,0
Graduate,Married,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,72,Partner,Three or More Children,43,4,9,0
Graduate,Single,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,0,48,Alone,Three or More Children,527,3,28,1
Graduate,Widow,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,64,Alone,Two Children,932,2,17,0
Postgraduate,Single,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,68,Alone,Three or More Children,71,3,16,0
Graduate,Together,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,0,0,70,Partner,Three or More Children,54,4,9,0
Graduate,Single,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,58,Alone,One Child,129,1,15,0
Graduate,Divorced,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,50,Alone,Two Children,1615,2,34,0
Postgraduate,Divorced,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,47,Alone,Two Children,1034,2,31,0
Graduate,Married,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,73,Partner,Two Children,1088,3,32,0
Postgraduate,Together,51412.0,52,375,42,48,94,66,96,7,4,10,4,3,0,0,54,Partner,Three or More Children,721,4,28,0
Graduate,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,54,Partner,Two Children,137,3,17,0
Postgraduate,Single,51412.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,42,Alone,Two Children,47,2,14,0
Postgraduate,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,41,Partner,One Child,1244,2,19,0
Graduate,Together,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,0,0,45,Partner,Three or More Children,41,4,11,0
Graduate,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,49,Partner,Two Children,1174,3,38,0
Graduate,Widow,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,0,0,72,Alone,Two Children,993,2,17,0
Graduate,Married,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,75,Partner,One Child,100,2,11,0
Postgraduate,Married,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,71,Partner,Two Children,1680,3,24,0
Graduate,Married,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,39,Partner,Two Children,98,3,14,0
Graduate,Together,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,44,Partner,Two Children,48,3,12,0
Graduate,Together,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,0,74,Partner,Two Children,519,3,24,0
Graduate,Married,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,67,Partner,Two Children,715,3,23,0
Graduate,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,54,Partner,Two Children,37,3,13,0
Postgraduate,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,36,Alone,One Child,653,1,25,0
Graduate,Married,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,40,Partner,One Child,1455,2,26,0
Graduate,Divorced,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,0,1,53,Alone,Two Children,602,2,23,0
Postgraduate,Married,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,46,Partner,Two Children,26,3,11,0
Undergraduate,Widow,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,63,Alone,One Child,102,1,12,0
Graduate,Married,51412.0,82,71,1,16,0,0,9,4,2,1,3,8,0,0,52,Partner,Three or More Children,97,4,18,0
Postgraduate,Together,51412.0,83,161,0,22,0,0,24,2,4,1,4,6,0,0,69,Partner,Two Children,207,3,17,0
Graduate,Married,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,50,Partner,Two Children,176,3,17,0
Graduate,Single,51412.0,95,264,0,21,12,6,147,3,6,1,5,7,0,0,68,Alone,Two Children,450,2,22,0
Graduate,Married,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,0,63,Partner,Two Children,433,3,25,0
Graduate,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,35,Partner,One Child,1366,2,34,0
Graduate,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,54,Partner,Two Children,1001,3,34,0
Graduate,Married,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,0,0,64,Partner,Two Children,1518,3,25,1
Graduate,Single,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,43,Alone,Two Children,56,2,11,0
Postgraduate,Married,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,0,52,Partner,Two Children,22,3,8,0
Postgraduate,Divorced,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,0,1,49,Alone,Three or More Children,400,3,28,0
Undergraduate,Together,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,54,Partner,One Child,26,2,11,0
Graduate,Together,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,47,Partner,Two Children,350,3,15,0
Postgraduate,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,74,Partner,Two Children,874,3,34,1
Postgraduate,Married,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,0,0,73,Partner,Three or More Children,40,4,10,0
Graduate,Together,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,48,Partner,One Child,1367,2,20,0
Graduate,Single,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,67,Alone,Three or More Children,264,3,21,0
Postgraduate,Married,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,0,1,47,Partner,Two Children,2053,3,26,2
Graduate,Married,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,0,48,Partner,Two Children,1376,3,16,2
Postgraduate,Married,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,0,47,Partner,Three or More Children,45,4,9,0
Postgraduate,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,74,Partner,Two Children,976,3,30,0
Undergraduate,Married,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,0,1,39,Partner,Two Children,51,3,15,0
Postgraduate,Married,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,0,0,49,Partner,Two Children,1264,3,23,2
Undergraduate,Married,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,51,Partner,One Child,75,2,13,0
Undergraduate,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,37,Partner,Two Children,57,3,14,0
Postgraduate,Married,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,61,Partner,Two Children,140,3,12,0
Graduate,Divorced,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,0,1,53,Alone,Two Children,497,2,24,1
Postgraduate,Married,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,0,74,Partner,Two Children,266,3,20,0
Graduate,Single,82332.0,89,830,59,968,51,79,19,1,5,3,12,2,0,1,62,Alone,One Child,2006,1,23,1
Graduate,Widow,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,68,Alone,Three or More Children,615,3,30,0
Postgraduate,Together,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,0,0,42,Partner,One Child,1021,2,30,1
Graduate,Together,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,0,0,70,Partner,Three or More Children,22,4,10,0
Postgraduate,Together,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,0,0,49,Partner,Two Children,133,3,12,0
Postgraduate,Married,45736.0,92,188,3,180,20,3,43,5,7,1,6,7,0,0,69,Partner,Two Children,437,3,26,0
Postgraduate,Together,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,0,0,54,Partner,Two Children,1013,3,30,0
Undergraduate,Married,27733.0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,42,Partner,Two Children,57,3,14,0
Postgraduate,Together,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,0,0,71,Partner,Two Children,1038,3,29,0
Postgraduate,Single,72217.0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,61,Alone,One Child,1573,1,24,0
Graduate,Divorced,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,52,Alone,Two Children,28,2,11,0
Postgraduate,Together,37509.0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,47,Partner,Two Children,123,3,16,0
Undergraduate,Together,25176.0,79,4,0,4,0,0,5,1,1,0,2,7,0,0,47,Partner,Three or More Children,13,4,11,0
Graduate,Married,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,0,0,43,Partner,Two Children,132,3,18,0
Undergraduate,Married,53230.0,86,176,72,98,136,21,229,4,5,2,12,5,0,0,67,Partner,Two Children,732,3,28,0
Graduate,Together,50116.0,68,54,0,10,0,0,2,2,1,0,4,5,0,0,66,Partner,Three or More Children,66,4,12,1
Graduate,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,51,Partner,One Child,1631,2,26,3
Graduate,Married,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,57,Partner,Two Children,608,3,23,0
